subscriber_id,signup_date,country,region,age,gender,plan_type,monthly_price_usd,household_size,primary_device,payment_method,tenure_months,is_active,churn_date
SUB106128,2021-01-07,Japan,East Asia,43,Male,Basic with Ads,6.99,1,Mobile,Credit Card,65,,2025-12-26
SUB106129,2023-06-10,United States,North America,39,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,36,,
SUB106130,2023-03-12,India,South Asia,27,Female,Basic with Ads,6.99,1,Game Console,Mobile Wallet,39,,
SUB106131,2026-01-05,Brazil,Latin America,62,Female,Standard,15.49,2,Tablet,Debit Card,4,,
SUB106132,2025-03-06,Spain,Europe,43,Male,Premium,22.99,3,Mobile,PayPal,15,,2025-09-08
SUB106133,2020-03-22,India,South Asia,48,Female,Standard,15.49,1,Game Console,Credit Card,75,,
SUB106134,2025-06-22,India,South Asia,48,Male,Premium,22.99,2,Mobile,Carrier Billing,11,,2025-07-28
SUB106135,2020-09-27,United States,North America,30,Female,Standard,15.49,2,Mobile,Credit Card,69,,
SUB106136,2024-08-18,Indonesia,Southeast Asia,44,Female,Standard,15.49,1,Tablet,Mobile Wallet,21,,2025-03-16
SUB106137,2023-12-14,United States,North America,40,Male,Standard,15.49,1,Streaming Stick,Debit Card,30,,2025-03-08
SUB106138,2024-01-29,United States,North America,28,Male,Basic with Ads,6.99,1,Laptop,Gift Card,28,,2026-02-08
SUB106139,2019-10-08,United Kingdom,Europe,20,Female,Standard,15.49,1,Laptop,Debit Card,80,,
SUB106140,2022-06-09,United States,North America,36,Male,Premium,22.99,1,Tablet,Credit Card,48,,
SUB106141,2023-05-07,United States,North America,43,Male,Basic with Ads,6.99,1,Mobile,Debit Card,37,,
SUB106142,2024-10-08,United States,North America,36,Female,Standard,15.49,2,Laptop,PayPal,20,,
SUB106143,2025-09-01,Brazil,Latin America,33,Male,Standard,15.49,1,Mobile,Credit Card,9,,
SUB106144,2017-12-02,Brazil,Latin America,36,Male,Premium,22.99,3,Game Console,Gift Card,103,,2025-01-07
SUB106145,2019-12-05,Mexico,Latin America,32,Female,Basic with Ads,6.99,1,Game Console,Mobile Wallet,79,,
SUB106146,2022-03-26,France,Europe,56,Male,Standard,15.49,2,Smart TV,Gift Card,50,,
SUB106147,2019-10-11,India,South Asia,39,Male,Basic with Ads,6.99,1,Mobile,Debit Card,80,,
SUB106148,2025-03-04,Australia,Oceania,29,Male,Basic with Ads,6.99,1,Laptop,Credit Card,15,,
SUB106149,2025-09-28,Spain,Europe,13,Female,Standard,15.49,2,Smart TV,Debit Card,8,,
SUB106150,2025-05-29,Germany,Europe,33,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,12,,2025-10-27
SUB106151,2019-12-20,Spain,Europe,28,Female,Standard,15.49,1,Mobile,Credit Card,78,,
SUB106152,2023-08-11,India,South Asia,28,Male,Basic with Ads,6.99,1,Laptop,Credit Card,34,,2024-07-04
SUB106153,2023-12-29,India,South Asia,48,Male,Premium,22.99,3,Smart TV,Debit Card,29,,
SUB106154,2022-07-24,United Kingdom,Europe,37,Male,Standard,15.49,2,Tablet,Debit Card,46,,
SUB106155,2020-12-16,United States,North America,14,Female,Basic with Ads,6.99,1,Mobile,Carrier Billing,66,,
SUB106156,2024-01-02,United Kingdom,Europe,44,Male,Basic with Ads,6.99,1,Smart TV,PayPal,29,,
SUB106157,2021-04-29,United States,North America,15,Male,Premium,22.99,1,Game Console,Credit Card,61,,2021-08-10
SUB106158,2018-09-11,United States,North America,45,Male,Basic with Ads,6.99,1,Laptop,Credit Card,94,,
SUB106159,2023-02-11,Australia,Oceania,29,Undisclosed,Standard,15.49,1,Smart TV,Mobile Wallet,40,,
SUB106160,2025-06-20,Mexico,Latin America,37,Male,Premium,22.99,2,Tablet,Credit Card,11,,
SUB106161,2017-07-26,Japan,East Asia,35,Female,Basic with Ads,6.99,1,Tablet,Mobile Wallet,107,,2018-04-04
SUB106162,2025-03-21,India,South Asia,34,Male,Premium,22.99,2,Game Console,Credit Card,14,,2025-06-12
SUB106163,2023-02-17,Japan,East Asia,38,Undisclosed,Standard,15.49,2,Mobile,Debit Card,40,,
SUB106164,2023-03-23,Turkey,Middle East,37,Female,Basic with Ads,6.99,1,Mobile,PayPal,38,,
SUB106165,2025-06-04,Mexico,Latin America,60,Male,Premium,22.99,3,Tablet,Credit Card,12,,
SUB106166,2016-12-13,Brazil,Latin America,38,Male,Standard,15.49,1,Laptop,Credit Card,115,,
SUB106167,2018-03-27,South Korea,East Asia,39,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,99,,2022-04-05
SUB106168,2020-10-21,India,South Asia,26,Male,Standard,15.49,2,Laptop,Carrier Billing,68,,2024-09-10
SUB106169,2024-10-12,Spain,Europe,40,Male,Premium,22.99,4,Streaming Stick,Credit Card,19,,
SUB106170,2022-06-10,Sweden,Europe,22,Female,Standard,15.49,1,Mobile,Credit Card,48,,
SUB106171,2025-07-09,United Kingdom,Europe,50,Female,Premium,22.99,4,Smart TV,Credit Card,10,,
SUB106172,2023-12-13,United Kingdom,Europe,16,Female,Basic with Ads,6.99,1,Streaming Stick,Carrier Billing,30,,
SUB106173,2024-10-31,United Kingdom,Europe,25,Male,Basic with Ads,6.99,1,Mobile,Credit Card,19,,
SUB106174,2026-05-17,United Kingdom,Europe,14,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,1,,2026-06-16
SUB106175,2022-04-07,Egypt,Middle East,41,Male,Premium,22.99,4,Game Console,Debit Card,50,,
SUB106176,2024-08-22,Spain,Europe,30,Male,Basic with Ads,6.99,1,Laptop,PayPal,21,,
SUB106177,2024-05-16,India,South Asia,44,Female,Premium,22.99,3,Mobile,Credit Card,24,,
SUB106178,2025-03-08,India,South Asia,23,Female,Basic with Ads,6.99,1,Mobile,Credit Card,15,,2025-07-04
SUB106179,2025-12-29,United Kingdom,Europe,42,Male,Standard,15.49,2,Game Console,Debit Card,5,,
SUB106180,2022-12-27,United States,North America,43,Female,Premium,22.99,2,Smart TV,Mobile Wallet,41,,
SUB106181,2024-02-12,South Korea,East Asia,38,Male,Basic with Ads,6.99,1,Mobile,Credit Card,28,,
SUB106182,2026-01-26,Germany,Europe,36,Female,Basic with Ads,6.99,1,Mobile,Credit Card,4,,2026-03-04
SUB106183,2024-04-28,Mexico,Latin America,37,Female,Basic with Ads,6.99,1,Streaming Stick,Credit Card,25,,
SUB106184,2020-08-14,United States,North America,24,Female,Standard,15.49,1,Game Console,Mobile Wallet,70,,
SUB106185,2024-12-14,Spain,Europe,22,Female,Standard,15.49,2,Laptop,Credit Card,17,,
SUB106186,2021-07-29,Spain,Europe,43,Female,Basic with Ads,6.99,1,Mobile,Credit Card,58,,
SUB106187,2023-03-22,India,South Asia,31,Female,Basic with Ads,6.99,1,Mobile,Credit Card,38,,
SUB106188,2021-08-04,Brazil,Latin America,41,Male,Premium,22.99,1,Smart TV,Credit Card,58,,
SUB106189,2026-03-17,Brazil,Latin America,56,Female,Standard,15.49,2,Game Console,Mobile Wallet,2,,
SUB106190,2025-11-28,Canada,North America,30,Female,Premium,22.99,2,Streaming Stick,PayPal,6,,2026-03-09
SUB106191,2018-11-09,United States,North America,28,Male,Basic with Ads,6.99,1,Laptop,Credit Card,92,,
SUB106192,2025-05-30,United States,North America,31,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,12,,
SUB106193,2024-10-20,South Korea,East Asia,36,Male,Standard,15.49,1,Mobile,Debit Card,19,,
SUB106194,2019-07-14,United States,North America,43,Male,Basic with Ads,6.99,1,Tablet,Debit Card,83,,
SUB106195,2020-01-22,United Kingdom,Europe,35,Female,Standard,15.49,2,Tablet,Credit Card,77,,
SUB106196,2022-01-12,Germany,Europe,63,Male,Standard,15.49,2,Smart TV,Credit Card,53,,
SUB106197,2024-08-09,United States,North America,41,Undisclosed,Standard,15.49,1,Laptop,Gift Card,22,,2024-10-19
SUB106198,2024-07-20,South Korea,East Asia,46,Female,Basic with Ads,6.99,1,Streaming Stick,Mobile Wallet,22,,2026-04-06
SUB106199,2018-07-12,Sweden,Europe,35,Female,Premium,22.99,2,Laptop,Credit Card,96,,
SUB106200,2023-01-26,South Korea,East Asia,49,Female,Premium,22.99,1,Mobile,Credit Card,40,,2023-06-27
SUB106201,2021-10-19,South Korea,East Asia,33,Male,Standard,15.49,1,Mobile,Debit Card,56,,
SUB106202,2018-03-13,Japan,East Asia,27,Female,Standard,15.49,2,Tablet,Mobile Wallet,100,,
SUB106203,2025-01-18,United States,North America,47,Male,Standard,15.49,2,Smart TV,Credit Card,16,,
SUB106204,2018-03-08,United States,North America,35,Male,Basic with Ads,6.99,1,Game Console,Debit Card,100,,
SUB106205,2025-06-03,Mexico,Latin America,39,Male,Standard,15.49,1,Smart TV,Credit Card,12,,
SUB106206,2024-10-18,United Kingdom,Europe,48,Female,Basic with Ads,6.99,1,Game Console,Gift Card,19,,
SUB106207,2024-04-03,India,South Asia,37,Female,Premium,22.99,1,Streaming Stick,Debit Card,26,,
SUB106208,2022-11-06,United States,North America,34,Female,Standard,15.49,1,Smart TV,Debit Card,43,,2023-02-12
SUB106209,2026-01-14,Canada,North America,29,Male,Standard,15.49,1,Streaming Stick,Debit Card,4,,
SUB106210,2022-04-05,United States,North America,49,Male,Premium,22.99,4,Smart TV,PayPal,50,,
SUB106211,2020-01-10,France,Europe,31,Male,Premium,22.99,4,Mobile,Credit Card,77,,2024-12-08
SUB106212,2020-11-11,United Kingdom,Europe,35,Female,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,67,,2024-04-27
SUB106213,2016-12-13,Brazil,Latin America,39,Male,Standard,15.49,2,Smart TV,PayPal,115,,2026-05-31
SUB106214,2025-09-12,United States,North America,39,Male,Premium,22.99,4,Smart TV,Debit Card,8,,
SUB106215,2023-04-24,United States,North America,49,Male,Standard,15.49,2,Smart TV,Carrier Billing,37,,2024-08-22
SUB106216,2026-04-11,Japan,East Asia,35,Female,Basic with Ads,6.99,1,Tablet,Debit Card,1,,2026-05-26
SUB106217,2024-02-28,Spain,Europe,53,Male,Premium,22.99,4,Streaming Stick,Mobile Wallet,27,,
SUB106218,2025-02-14,United States,North America,32,Male,Premium,22.99,3,Smart TV,Credit Card,15,,2025-04-14
SUB106219,2024-01-13,United Kingdom,Europe,40,Male,Basic with Ads,6.99,1,Laptop,Credit Card,29,,
SUB106220,2025-08-08,United Kingdom,Europe,33,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,9,,
SUB106221,2020-11-01,United States,North America,63,Male,Basic with Ads,6.99,1,Streaming Stick,Mobile Wallet,67,,2025-09-02
SUB106222,2019-08-19,Japan,East Asia,31,Female,Premium,22.99,1,Laptop,Debit Card,82,,2024-11-09
SUB106223,2018-08-05,United States,North America,32,Male,Premium,22.99,3,Laptop,Carrier Billing,95,,2021-05-02
SUB106224,2024-11-29,South Korea,East Asia,37,Female,Standard,15.49,2,Smart TV,Credit Card,18,,
SUB106225,2018-03-17,United States,North America,32,Female,Premium,22.99,3,Mobile,Debit Card,99,,
SUB106226,2024-07-30,South Korea,East Asia,40,Female,Basic with Ads,6.99,1,Mobile,Credit Card,22,,
SUB106227,2026-01-07,India,South Asia,51,Male,Standard,15.49,2,Game Console,Mobile Wallet,4,,
SUB106228,2026-05-28,United Kingdom,Europe,37,Male,Basic with Ads,6.99,1,Laptop,Mobile Wallet,1,,
SUB106229,2024-08-27,United Kingdom,Europe,38,Male,Premium,22.99,4,Smart TV,Gift Card,21,,
SUB106230,2017-05-03,Nigeria,Africa,33,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,110,,2020-09-21
SUB106231,2017-09-21,South Korea,East Asia,29,Female,Premium,22.99,2,Tablet,Debit Card,105,,2022-07-13
SUB106232,2025-04-05,Germany,Europe,37,Male,Premium,22.99,4,Smart TV,Mobile Wallet,14,,
SUB106233,2026-05-22,United States,North America,36,Male,Premium,22.99,1,Mobile,Debit Card,1,,2026-06-21
SUB106234,2022-10-01,India,South Asia,51,Male,Standard,15.49,1,Laptop,Credit Card,44,,2026-04-08
SUB106235,2024-02-27,United States,North America,23,Male,Standard,15.49,2,Mobile,Gift Card,27,,
SUB106236,2021-05-03,United Kingdom,Europe,54,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,61,,
SUB106237,2024-04-29,Mexico,Latin America,34,Female,Basic with Ads,6.99,1,Laptop,Credit Card,25,,2026-04-10
SUB106238,2017-11-21,Canada,North America,37,Female,Standard,15.49,1,Smart TV,Debit Card,103,,
SUB106239,2023-03-06,Japan,East Asia,22,Male,Basic with Ads,6.99,1,Mobile,Credit Card,39,,
SUB106240,2026-02-11,Brazil,Latin America,43,Female,Standard,15.49,2,Smart TV,Credit Card,3,,
SUB106241,2022-03-14,United States,North America,23,Female,Basic with Ads,6.99,1,Mobile,Credit Card,51,,
SUB106242,2020-07-29,United States,North America,40,Male,Standard,15.49,2,Laptop,Gift Card,71,,
SUB106243,2025-10-22,Germany,Europe,39,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,7,,2026-03-19
SUB106244,2022-12-23,United States,North America,31,Female,Basic with Ads,6.99,1,Tablet,Debit Card,41,,
SUB106245,2025-08-15,United States,North America,13,Male,Basic with Ads,6.99,1,Mobile,Debit Card,9,,
SUB106246,2024-04-24,Argentina,Latin America,64,Female,Basic with Ads,6.99,1,Streaming Stick,Mobile Wallet,25,,
SUB106247,2021-04-03,Indonesia,Southeast Asia,22,Female,Standard,15.49,1,Laptop,Debit Card,62,,2024-06-02
SUB106248,2026-05-05,Brazil,Latin America,39,Female,Basic with Ads,6.99,1,Smart TV,Debit Card,1,,
SUB106249,2020-01-04,United Kingdom,Europe,26,Male,Standard,15.49,1,Laptop,Debit Card,78,,
SUB106250,2025-02-23,Canada,North America,49,Female,Standard,15.49,1,Laptop,Debit Card,15,,
SUB106251,2024-12-14,United States,North America,31,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,17,,
SUB106252,2025-09-21,United Kingdom,Europe,26,Female,Standard,15.49,1,Smart TV,Carrier Billing,8,,
SUB106253,2021-02-28,India,South Asia,43,Female,Basic with Ads,6.99,1,Tablet,Debit Card,63,,
SUB106254,2020-08-19,Nigeria,Africa,19,Female,Basic with Ads,6.99,1,Mobile,Credit Card,70,,
SUB106255,2025-02-10,Australia,Oceania,30,Male,Premium,22.99,1,Laptop,Credit Card,15,,
SUB106256,2019-10-29,Mexico,Latin America,44,Male,Standard,15.49,1,Mobile,PayPal,80,,
SUB106257,2023-06-18,United States,North America,55,Female,Premium,22.99,2,Tablet,Credit Card,35,,2024-09-21
SUB106258,2019-04-08,South Korea,East Asia,23,Male,Premium,22.99,2,Smart TV,Gift Card,87,,
SUB106259,2024-10-01,United States,North America,28,Female,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,20,,2026-01-25
SUB106260,2021-11-19,Turkey,Middle East,40,Female,Premium,22.99,3,Mobile,Debit Card,55,,
SUB106261,2026-01-24,United States,North America,13,Female,Standard,15.49,2,Mobile,Mobile Wallet,4,,
SUB106262,2024-02-28,United States,North America,53,Female,Standard,15.49,1,Laptop,Credit Card,27,,
SUB106263,2023-09-23,Spain,Europe,23,Male,Standard,15.49,2,Smart TV,Credit Card,32,,2026-01-17
SUB106264,2020-08-19,United Kingdom,Europe,30,Male,Standard,15.49,2,Laptop,Credit Card,70,,
SUB106265,2024-08-17,Canada,North America,39,Male,Premium,22.99,2,Laptop,Debit Card,21,,
SUB106266,2023-02-01,United States,North America,36,Male,Premium,22.99,1,Mobile,PayPal,40,,
SUB106267,2021-10-10,Germany,Europe,23,Male,Standard,15.49,1,Mobile,Credit Card,56,,2021-12-16
SUB106268,2024-06-28,United States,North America,58,Female,Premium,22.99,3,Laptop,Credit Card,23,,
SUB106269,2026-04-17,United States,North America,13,Female,Premium,22.99,1,Streaming Stick,Carrier Billing,1,,
SUB106270,2021-07-04,South Korea,East Asia,21,Female,Premium,22.99,3,Mobile,Mobile Wallet,59,,
SUB106271,2025-05-25,United States,North America,27,Female,Standard,15.49,1,Smart TV,Credit Card,12,,
SUB106272,2021-09-12,Brazil,Latin America,23,Female,Standard,15.49,2,Mobile,Credit Card,57,,
SUB106273,2023-07-26,United States,North America,51,Female,Standard,15.49,2,Smart TV,Credit Card,34,,
SUB106274,2020-01-14,United States,North America,14,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,77,,
SUB106275,2023-07-08,Spain,Europe,56,Female,Basic with Ads,6.99,1,Streaming Stick,Credit Card,35,,
SUB106276,2023-12-01,United States,North America,32,Male,Standard,15.49,2,Mobile,Debit Card,30,,
SUB106277,2022-08-17,Mexico,Latin America,18,Female,Premium,22.99,3,Mobile,Credit Card,46,,
SUB106278,2023-04-28,France,Europe,13,Female,Basic with Ads,6.99,1,Smart TV,Carrier Billing,37,,2024-08-03
SUB106279,2024-08-30,United States,North America,33,Female,Basic with Ads,6.99,1,Laptop,Credit Card,21,,2024-12-27
SUB106280,2022-05-11,France,Europe,26,Male,Standard,15.49,1,Mobile,PayPal,49,,
SUB106281,2021-04-04,India,South Asia,39,Male,Standard,15.49,1,Smart TV,Credit Card,62,,
SUB106282,2025-12-05,United Kingdom,Europe,30,Male,Premium,22.99,1,Smart TV,Mobile Wallet,5,,
SUB106283,2021-06-27,United States,North America,48,Male,Standard,15.49,1,Laptop,Credit Card,60,,
SUB106284,2022-09-21,Canada,North America,34,Female,Standard,15.49,1,Game Console,Gift Card,44,,
SUB106285,2024-05-10,Japan,East Asia,30,Male,Premium,22.99,4,Smart TV,Credit Card,25,,
SUB106286,2020-04-26,South Korea,East Asia,48,Male,Premium,22.99,2,Smart TV,Mobile Wallet,74,,
SUB106287,2026-03-02,Thailand,Southeast Asia,38,Male,Premium,22.99,1,Game Console,Debit Card,3,,
SUB106288,2026-02-02,India,South Asia,46,Female,Premium,22.99,3,Laptop,Credit Card,3,,
SUB106289,2026-03-12,Turkey,Middle East,50,Male,Standard,15.49,1,Game Console,Credit Card,2,,
SUB106290,2023-08-17,Spain,Europe,32,Male,Premium,22.99,1,Smart TV,PayPal,33,,
SUB106291,2022-05-15,Australia,Oceania,36,Female,Standard,15.49,2,Laptop,Debit Card,49,,2023-12-11
SUB106292,2026-04-22,Nigeria,Africa,46,Female,Standard,15.49,2,Smart TV,Mobile Wallet,1,,
SUB106293,2024-09-20,Egypt,Middle East,13,Female,Standard,15.49,2,Smart TV,Credit Card,20,,
SUB106294,2021-04-24,United States,North America,34,Male,Premium,22.99,2,Mobile,Mobile Wallet,62,,
SUB106295,2025-01-28,Germany,Europe,33,Male,Basic with Ads,6.99,1,Mobile,Credit Card,16,,
SUB106296,2020-01-21,Germany,Europe,40,Male,Premium,22.99,2,Mobile,Credit Card,77,,
SUB106297,2018-09-11,Mexico,Latin America,25,Female,Premium,22.99,2,Mobile,Debit Card,94,,2019-03-28
SUB106298,2026-04-12,India,South Asia,50,Female,Standard,15.49,2,Laptop,Credit Card,1,,
SUB106299,2017-03-04,Indonesia,Southeast Asia,26,Female,Standard,15.49,1,Smart TV,Credit Card,112,,
SUB106300,2019-04-15,United States,North America,30,Male,Standard,15.49,2,Smart TV,Credit Card,86,,
SUB106301,2019-08-20,South Korea,East Asia,27,Female,Standard,15.49,2,Tablet,Carrier Billing,82,,2025-02-19
SUB106302,2019-02-06,South Korea,East Asia,51,Male,Basic with Ads,6.99,1,Game Console,PayPal,89,,
SUB106303,2026-03-17,United States,North America,13,Female,Basic with Ads,6.99,1,Tablet,Credit Card,2,,
SUB106304,2024-02-24,Spain,Europe,59,Female,Standard,15.49,1,Mobile,Credit Card,27,,
SUB106305,2025-10-31,United States,North America,55,Female,Basic with Ads,6.99,1,Mobile,Gift Card,7,,
SUB106306,2025-04-24,Spain,Europe,28,Female,Basic with Ads,6.99,1,Smart TV,Debit Card,13,,2025-09-03
SUB106307,2022-11-12,Canada,North America,49,Male,Premium,22.99,3,Mobile,Credit Card,43,,
SUB106308,2026-01-05,India,South Asia,37,Male,Standard,15.49,2,Smart TV,Debit Card,4,,
SUB106309,2020-06-24,Spain,Europe,57,Male,Premium,22.99,3,Laptop,Carrier Billing,72,,
SUB106310,2025-12-24,United States,North America,48,Female,Standard,15.49,1,Laptop,PayPal,5,,2026-04-05
SUB106311,2022-01-10,Canada,North America,64,Male,Standard,15.49,1,Tablet,PayPal,53,,
SUB106312,2019-10-07,Indonesia,Southeast Asia,15,Female,Premium,22.99,3,Laptop,PayPal,80,,
SUB106313,2024-11-03,United States,North America,38,Female,Standard,15.49,2,Smart TV,Mobile Wallet,19,,
SUB106314,2026-05-22,Mexico,Latin America,13,Male,Standard,15.49,1,Tablet,Debit Card,1,,
SUB106315,2022-12-29,South Korea,East Asia,29,Female,Basic with Ads,6.99,1,Mobile,PayPal,41,,2023-05-13
SUB106316,2019-04-24,South Korea,East Asia,65,Male,Basic with Ads,6.99,1,Laptop,Debit Card,86,,
SUB106317,2019-03-13,Spain,Europe,42,Male,Basic with Ads,6.99,1,Smart TV,Gift Card,87,,2026-03-31
SUB106318,2022-09-07,South Korea,East Asia,48,Male,Basic with Ads,6.99,1,Mobile,PayPal,45,,
SUB106319,2025-11-18,Brazil,Latin America,42,Female,Premium,22.99,4,Laptop,Debit Card,6,,2026-02-16
SUB106320,2024-10-09,United States,North America,41,Female,Premium,22.99,1,Laptop,Carrier Billing,20,,
SUB106321,2025-01-21,United Kingdom,Europe,29,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,16,,
SUB106322,2025-12-01,Italy,Europe,26,Female,Basic with Ads,6.99,1,Mobile,Mobile Wallet,6,,
SUB106323,2023-11-05,United States,North America,28,Male,Standard,15.49,2,Smart TV,Credit Card,31,,
SUB106324,2025-03-19,Brazil,Latin America,13,Male,Standard,15.49,2,Mobile,Gift Card,14,,
SUB106325,2022-02-26,United States,North America,34,Female,Standard,15.49,2,Game Console,Debit Card,51,,2024-01-08
SUB106326,2020-05-27,Canada,North America,39,Female,Basic with Ads,6.99,1,Mobile,Debit Card,73,,
SUB106327,2026-01-12,Japan,East Asia,27,Female,Standard,15.49,2,Mobile,Credit Card,4,,
SUB106328,2022-01-21,United Kingdom,Europe,34,Female,Premium,22.99,4,Mobile,Debit Card,53,,
SUB106329,2026-05-03,India,South Asia,42,Male,Standard,15.49,2,Smart TV,Debit Card,1,,
SUB106330,2022-04-27,United Kingdom,Europe,47,Male,Premium,22.99,3,Mobile,Mobile Wallet,49,,
SUB106331,2022-04-09,Indonesia,Southeast Asia,20,Male,Standard,15.49,2,Tablet,PayPal,50,,
SUB106332,2024-11-30,South Korea,East Asia,25,Female,Standard,15.49,2,Streaming Stick,Debit Card,18,,
SUB106333,2024-06-28,South Korea,East Asia,45,Female,Standard,15.49,1,Smart TV,Mobile Wallet,23,,2025-09-12
SUB106334,2018-02-22,France,Europe,43,Female,Premium,22.99,4,Laptop,PayPal,100,,2023-11-09
SUB106335,2022-07-11,United Kingdom,Europe,53,Non-binary,Premium,22.99,3,Mobile,Carrier Billing,47,,
SUB106336,2025-08-29,United Kingdom,Europe,52,Male,Basic with Ads,6.99,1,Streaming Stick,Credit Card,9,,
SUB106337,2019-09-28,India,South Asia,67,Female,Standard,15.49,1,Mobile,Credit Card,81,,
SUB106338,2024-02-04,United States,North America,32,Undisclosed,Standard,15.49,2,Smart TV,Debit Card,28,,
SUB106339,2023-06-08,Spain,Europe,56,Female,Standard,15.49,2,Smart TV,Mobile Wallet,36,,
SUB106340,2018-12-28,Italy,Europe,24,Male,Standard,15.49,2,Laptop,PayPal,90,,
SUB106341,2024-12-19,Nigeria,Africa,67,Male,Basic with Ads,6.99,1,Laptop,Debit Card,17,,
SUB106342,2025-02-12,Turkey,Middle East,41,Male,Basic with Ads,6.99,1,Game Console,Credit Card,15,,2026-05-31
SUB106343,2021-05-10,United Kingdom,Europe,43,Male,Standard,15.49,2,Smart TV,PayPal,61,,2024-10-04
SUB106344,2023-12-31,India,South Asia,48,Male,Standard,15.49,2,Streaming Stick,PayPal,29,,
SUB106345,2017-01-17,Brazil,Latin America,18,Female,Standard,15.49,2,Smart TV,Mobile Wallet,114,,2024-07-16
SUB106346,2024-06-15,Indonesia,Southeast Asia,22,Male,Premium,22.99,4,Mobile,Debit Card,23,,
SUB106347,2024-05-13,Spain,Europe,37,Male,Basic with Ads,6.99,1,Mobile,Credit Card,24,,
SUB106348,2018-09-25,South Korea,East Asia,40,Female,Standard,15.49,1,Smart TV,Credit Card,93,,2025-09-24
SUB106349,2023-05-31,Mexico,Latin America,63,Male,Standard,15.49,1,Laptop,Gift Card,36,,
SUB106350,2020-08-16,France,Europe,23,Male,Premium,22.99,4,Smart TV,Credit Card,70,,
SUB106351,2025-04-10,Australia,Oceania,56,Female,Premium,22.99,1,Tablet,Debit Card,13,,2026-03-11
SUB106352,2023-11-14,France,Europe,32,Female,Premium,22.99,3,Mobile,Debit Card,31,,
SUB106353,2024-04-26,United Kingdom,Europe,32,Female,Standard,15.49,2,Smart TV,Credit Card,25,,
SUB106354,2018-04-03,India,South Asia,33,Female,Standard,15.49,2,Mobile,Gift Card,99,,
SUB106355,2020-12-25,South Korea,East Asia,32,Male,Premium,22.99,1,Streaming Stick,Credit Card,66,,
SUB106356,2025-07-29,India,South Asia,42,Male,Basic with Ads,6.99,1,Tablet,Debit Card,10,,
SUB106357,2021-11-04,Argentina,Latin America,30,Female,Premium,22.99,3,Laptop,Credit Card,55,,
SUB106358,2026-02-25,South Korea,East Asia,17,Male,Standard,15.49,1,Game Console,Credit Card,3,,
SUB106359,2024-10-15,South Korea,East Asia,32,Female,Premium,22.99,2,Laptop,PayPal,19,,
SUB106360,2025-07-13,India,South Asia,41,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,10,,2025-08-18
SUB106361,2023-08-11,Brazil,Latin America,17,Male,Basic with Ads,6.99,1,Mobile,Credit Card,34,,
SUB106362,2023-05-25,South Korea,East Asia,43,Female,Basic with Ads,6.99,1,Smart TV,PayPal,36,,2023-10-03
SUB106363,2017-03-21,United States,North America,51,Female,Basic with Ads,6.99,1,Mobile,Credit Card,111,,2019-06-29
SUB106364,2017-10-07,Italy,Europe,55,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,105,,2023-06-08
SUB106365,2026-02-20,India,South Asia,40,Female,Standard,15.49,2,Laptop,Credit Card,3,,
SUB106366,2021-12-07,United Kingdom,Europe,13,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,54,,
SUB106367,2023-04-08,United States,North America,44,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,38,,
SUB106368,2024-06-24,Japan,East Asia,48,Female,Standard,15.49,1,Streaming Stick,Debit Card,23,,
SUB106369,2017-11-12,Spain,Europe,26,Male,Standard,15.49,1,Tablet,Mobile Wallet,104,,2018-06-02
SUB106370,2024-10-19,Turkey,Middle East,35,Female,Basic with Ads,6.99,1,Mobile,Credit Card,19,,
SUB106371,2020-07-02,United States,North America,42,Male,Standard,15.49,1,Smart TV,Credit Card,72,,
SUB106372,2023-06-21,Thailand,Southeast Asia,59,Undisclosed,Standard,15.49,1,Smart TV,Debit Card,35,,2025-07-16
SUB106373,2023-06-28,Spain,Europe,32,Male,Standard,15.49,1,Smart TV,Credit Card,35,,
SUB106374,2018-12-28,India,South Asia,47,Female,Basic with Ads,6.99,1,Laptop,Credit Card,90,,
SUB106375,2021-06-24,United States,North America,40,Male,Standard,15.49,1,Mobile,Gift Card,60,,
SUB106376,2023-09-23,India,South Asia,38,Male,Premium,22.99,1,Mobile,PayPal,32,,
SUB106377,2024-03-16,Italy,Europe,53,Female,Basic with Ads,6.99,1,Game Console,PayPal,26,,
SUB106378,2023-06-07,India,South Asia,25,Female,Standard,15.49,1,Mobile,Debit Card,36,,
